# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416639310;41787188;222737236;84.20;288556;19020076;207965180;76.20
axle;60;1416639370;49998932;214525492;81.10;288644;10918832;207872084;76.17
axle;60;1416639430;48553188;215971236;81.65;288716;12732320;207456308;76.02
axle;60;1416639490;45987388;218537036;82.62;288768;13682744;209072108;76.61
axle;60;1416639550;47551316;216973108;82.02;288820;13734108;207457256;76.02
axle;60;1416639610;46652684;217871740;82.36;288892;14492708;207605260;76.07
axle;60;1416639670;42984972;221539452;83.75;288964;18301572;207455992;76.02
axle;60;1416639730;42995444;221528980;83.75;289040;18303852;207455716;76.02
axle;60;1416639790;42983036;221541388;83.75;289088;18305436;207455716;76.02
axle;60;1416639850;42875268;221649156;83.79;289152;18382376;207487212;76.03
axle;60;1416639910;41956720;222567704;84.14;289220;18374428;208410688;76.37
