# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416640124;38666572;225857852;85.38;290168;20258456;209670644;76.83
axle;60;1416640184;39459348;225065076;85.08;290380;19794176;209341156;76.71
axle;60;1416640244;39326796;225197628;85.13;290620;19859488;209418560;76.74
axle;60;1416640304;37458996;227065428;85.84;290780;19887456;211283340;77.42
axle;60;1416640364;39076780;225447644;85.23;291004;19917820;209607644;76.80
axle;60;1416640424;38795520;225728904;85.33;291220;19968488;209883832;76.91
axle;60;1416640484;35936064;228588360;86.41;291372;20514528;212143388;77.73
axle;60;1416640544;38304996;226219428;85.52;291588;20473204;209858184;76.90
axle;60;1416640604;39060412;225464012;85.23;291796;21310220;208221052;76.30
axle;60;1416640664;35479420;229045004;86.59;291992;21778732;211349536;77.44
