ctime,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,heap_blks_read,heap_blks_hit,idx_blks_read,idx_blks_hit,toast_blks_read,toast_blks_hit,tidx_blks_read,tidx_blks_hit
1416640064.27718,pg_catalog,pg_attrdef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416640064.27718,pg_catalog,pg_db_role_setting,0,0,149420,0,0,0,0,0,0,0,0,0,376,149044,0,0,0,0
1416640064.27718,pg_toast,pg_toast_12713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_rowsecurity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_description,0,0,4758,0,0,0,0,0,0,0,0,0,1525,9068,0,0,0,0
1416640064.27718,pg_catalog,pg_foreign_data_wrapper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_conversion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_class,12679,2851427,853962,780877,1918,598,1880,586,337,76,7853,895273,7594,1787661,,,,
1416640064.27718,information_schema,sql_implementation_info,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416640064.27718,pg_catalog,pg_opfamily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_auth_members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_operator,0,0,268925,1408326,0,0,0,0,0,0,6796,974842,6017,583124,,,,
1416640064.27718,information_schema,sql_languages,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416640064.27718,public,partsupp,13,64000000,28153,112516,8000000,0,0,0,8000000,0,1008013,1515319,40359,66503,,,,
1416640064.27718,pg_toast,pg_toast_12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_attribute,2607,17775,698455,1574994,6970,190,6792,161,2514,337,23804,780820,6462,1462434,,,,
1416640064.27718,public,supplier,8,600000,3289845,4222883,100000,0,0,0,100000,0,8792,3328204,946,6597036,,,,
1416640064.27718,pg_toast,pg_toast_12698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_tablespace,2,4,24696,24696,0,0,0,0,0,0,656,24042,1367,48137,,,,
1416640064.27718,pg_catalog,pg_statistic,0,0,191944,184630,1550,4415,1487,3731,464,56,18419,178914,2088,411570,45817,183504,2758,279478
1416640064.27718,pg_toast,pg_toast_12703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,information_schema,sql_packages,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416640064.27718,information_schema,sql_sizing_profiles,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416640064.27718,pg_catalog,pg_aggregate,0,0,18604,18604,0,0,0,0,0,0,1313,17291,3036,29388,,,,
1416640064.27718,pg_catalog,pg_inherits,0,0,1077,0,0,0,0,0,0,0,0,0,541,536,,,,
1416640064.27718,pg_catalog,pg_enum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_toast,pg_toast_2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_pltemplate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_toast,pg_toast_2618,0,0,3434,10966,0,0,0,0,0,0,2125,2087,615,4925,,,,
1416640064.27718,public,time_statistics,26,375,,,28,26,0,26,28,26,4,76,,,,,,
1416640064.27718,pg_toast,pg_toast_3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,information_schema,sql_features,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416640064.27718,pg_toast,pg_toast_2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_toast,pg_toast_12723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_toast,pg_toast_2964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_database,3660,14196,121488,121486,1,0,0,0,1,0,265,124882,1753,194373,,,,
1416640064.27718,information_schema,sql_sizing,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416640064.27718,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_depend,0,0,44877,48227,8280,0,8191,0,7106,686,8556,55661,12315,115650,,,,
1416640064.27718,pg_catalog,pg_language,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_amproc,474,948,158574,330193,0,0,0,0,0,0,1720,155817,1378,351663,,,,
1416640064.27718,public,orders,17,165105000,5170418,50215415,15015000,0,15000,0,15000000,15000,1443510,8848023,123605,15567746,,,,
1416640064.27718,pg_catalog,pg_collation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_toast,pg_toast_12708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,public,lineitem,26,1080285489,4235745,205965235,60045669,0,60340,0,59985045,60340,19774212,28476347,875892,17533971,,,,
1416640064.27718,pg_catalog,pg_range,0,0,8390,0,0,0,0,0,0,0,0,0,3087,13693,,,,
1416640064.27718,pg_toast,pg_toast_2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_opclass,474,474,216370,2368703,0,0,0,0,0,0,1399,942929,3154,263748,,,,
1416640064.27718,public,part,10,16000000,79,4061096,2000000,0,0,0,2000000,0,248923,450105,48698,192,,,,
1416640064.27718,pg_catalog,pg_rewrite,0,0,8350,6556,598,0,598,0,110,10,4400,7228,1986,12244,2125,2087,1230,9850
1416640064.27718,pg_toast,pg_toast_1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_seclabel,0,0,4758,0,0,0,0,0,0,0,0,0,492,4266,0,0,0,0
1416640064.27718,pg_catalog,pg_ts_parser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416640064.27718,pg_catalog,pg_trigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416640064.27718,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
