Linux 3.0.101-0.15-default (axle) 	11/22/2014 	_x86_64_

07:45:24 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:46:24 AM     all     18.50      0.00      3.15      0.00      0.00     78.35
07:47:24 AM     all      9.14      0.00      1.82      0.00      0.00     89.04
07:48:24 AM     all      5.72      0.00      1.28      0.00      0.00     93.00
07:49:24 AM     all      5.76      0.00      0.87      0.00      0.00     93.37
07:50:24 AM     all      5.78      0.00      1.02      0.00      0.00     93.20
07:51:24 AM     all      5.13      0.00      1.77      0.00      0.00     93.09
07:52:24 AM     all      5.52      0.00      0.82      0.00      0.00     93.66
07:53:24 AM     all     13.23      0.00      1.96      0.00      0.00     84.81
