# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416638784;57304564;207219860;78.34;288052;3969836;207489968;76.03
axle;60;1416638844;55061472;209462952;79.18;288084;6214116;207484568;76.03
axle;60;1416638904;55058880;209465544;79.19;288124;6215764;207469192;76.02
axle;60;1416638964;55057728;209466696;79.19;288152;6217148;207469192;76.02
axle;60;1416639024;55056976;209467448;79.19;288180;6218800;207469000;76.02
axle;60;1416639084;51765964;212758460;80.43;288228;6220960;210919116;77.29
axle;60;1416639144;54144104;210380320;79.53;288268;6222984;208399388;76.36
axle;60;1416639204;55044856;209479568;79.19;288308;6230880;207477188;76.02
